partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Enebakk Høyre;2;229;Kommune;2011;1325;27,7;8;2013;1 320,00;16 032,50;17 352,50
Enebakk KrF;2;229;Kommune;2011;201;4,2;1;2013;1 320,00;2 432,10;3 752,10
Enebakk Senterparti;2;229;Kommune;2011;531;11,1;3;2013;1 320,00;6 425,10;7 745,10
Enebakk SV;2;229;Kommune;2011;256;5,3;1;2013;1 320,00;3 097,60;4 417,60
Enebakk Venstre;2;229;Kommune;2011;154;3,2;1;2013;1 320,00;1 863,40;3 183,40
Lørenskog  Arbeiderparti;2;230;Kommune;2011;7315;44;21;2013;1 320,00;88 511,50;89 831,50
Lørenskog Fremskrittsparti;2;230;Kommune;2011;1894;11,4;5;2013;1 320,00;22 917,40;24 237,40
Lørenskog Høyre;2;230;Kommune;2011;4886;29,4;14;2013;1 320,00;59 120,60;60 440,60
Lørenskog KrF;2;230;Kommune;2011;517;3,1;2;2013;1 320,00;6 255,70;7 575,70
Lørenskog Senterparti;2;230;Kommune;2011;157;0,9;0;2013;0,00;1 899,70;1 899,70
Lørenskog Sv;2;230;Kommune;2011;523;3,1;2;2013;1 320,00;6 328,30;7 648,30
LØRENSKOG VENSTRE;2;230;Kommune;2011;751;4,5;2;2013;1 320,00;9 087,10;10 407,10
Skedsmo  Arbeiderparti;2;231;Kommune;2011;9261;39,9;19;2013;1 320,00;112 058,10;113 378,10
Skedsmo Fremskrittsparti;2;231;Kommune;2011;2732;11,8;5;2013;1 320,00;33 057,20;34 377,20
Skedsmo Høyre;2;231;Kommune;2011;7047;30,4;14;2013;1 320,00;85 268,70;86 588,70
Skedsmo KrF;2;231;Kommune;2011;571;2,5;1;2013;1 320,00;6 909,10;8 229,10
Miljøpartiet De Grønne Skedsmo;2;231;Kommune;2011;127;0,5;0;2013;0,00;1 536,70;1 536,70
Skedsmo Pensjonistparti;2;231;Kommune;2011;368;1,6;1;2013;1 320,00;4 452,80;5 772,80
Rødt Skedsmo ;2;231;Kommune;2011;202;0,9;0;2013;0,00;2 444,20;2 444,20
Skedsmo Senterparti;2;231;Kommune;2011;371;1,6;1;2013;1 320,00;4 489,10;5 809,10
Skedsmo Sv;2;231;Kommune;2011;814;3,5;2;2013;1 320,00;9 849,40;11 169,40
SKEDSMO VENSTRE;2;231;Kommune;2011;830;3,6;2;2013;1 320,00;10 043,00;11 363,00
Nittedal  Arbeiderparti;2;233;Kommune;2011;3574;34,4;10;2013;1 320,00;43 245,40;44 565,40
Nittedal Fremskrittsparti;2;233;Kommune;2011;1451;14;4;2013;1 320,00;17 557,10;18 877,10
Nittedal Høyre;2;233;Kommune;2011;3361;32,3;9;2013;1 320,00;40 668,10;41 988,10
Nittedal KrF;2;233;Kommune;2011;254;2,4;1;2013;1 320,00;3 073,40;4 393,40
Nittedal Rødt;2;233;Kommune;2011;113;1,1;0;2013;0,00;1 367,30;1 367,30
Nittedal Senterparti;2;233;Kommune;2011;356;3,4;1;2013;1 320,00;4 307,60;5 627,60
Nittedal Sv;2;233;Kommune;2011;285;2,7;1;2013;1 320,00;3 448,50;4 768,50
NITTEDAL VENSTRE;2;233;Kommune;2011;1007;9,7;3;2013;1 320,00;12 184,70;13 504,70
Gjerdrum  Arbeiderparti;2;234;Kommune;2011;989;33,4;9;2013;1 320,00;11 966,90;13 286,90
Gjerdrum Fremskrittsparti;2;234;Kommune;2011;287;9,7;2;2013;1 320,00;3 472,70;4 792,70
Gjerdrum Høyre;2;234;Kommune;2011;850;28,7;7;2013;1 320,00;10 285,00;11 605,00
Gjerdrum KrF;2;234;Kommune;2011;154;5,2;1;2013;1 320,00;1 863,40;3 183,40
Gjerdrum Senterparti;2;234;Kommune;2011;264;8,9;2;2013;1 320,00;3 194,40;4 514,40
Gjerdrum Sv;2;234;Kommune;2011;77;2,6;1;2013;1 320,00;931,70;2 251,70
GJERDRUM VENSTRE;2;234;Kommune;2011;337;11,4;3;2013;1 320,00;4 077,70;5 397,70
Ullensaker  Arbeiderparti;2;235;Kommune;2011;4294;31,7;15;2013;1 320,00;51 957,40;53 277,40
Ullensaker Fremskrittsparti;2;235;Kommune;2011;4874;36;17;2013;1 320,00;58 975,40;60 295,40
Ullensaker Høyre;2;235;Kommune;2011;2464;18,2;8;2013;1 320,00;29 814,40;31 134,40
Ullensaker KrF;2;235;Kommune;2011;318;2,3;1;2013;1 320,00;3 847,80;5 167,80
Ullensaker Pensjonistparti;2;235;Kommune;2011;156;1,2;0;2013;0,00;1 887,60;1 887,60
Ullensaker Rødt;2;235;Kommune;2011;99;0,7;0;2013;0,00;1 197,90;1 197,90
Ullensaker Senterparti;2;235;Kommune;2011;621;4,6;2;2013;1 320,00;7 514,10;8 834,10
Ullensaker Sv;2;235;Kommune;2011;299;2,2;1;2013;1 320,00;3 617,90;4 937,90
ULLENSAKER VENSTRE;2;235;Kommune;2011;419;3,1;1;2013;1 320,00;5 069,90;6 389,90
Nes Arbeiderparti;2;236;Kommune;2011;3096;35,3;13;2013;1 320,00;37 461,60;38 781,60
Nes Fremskrittsparti;2;236;Kommune;2011;1774;20,2;7;2013;1 320,00;21 465,40;22 785,40
Nes Høyre;2;236;Kommune;2011;1820;20,8;7;2013;1 320,00;22 022,00;23 342,00
Nes KrF;2;236;Kommune;2011;328;3,7;1;2013;1 320,00;3 968,80;5 288,80
Rødt Nes;2;236;Kommune;2011;80;0,9;0;2013;0,00;968,00;968,00
Nes Senterparti;2;236;Kommune;2011;853;9,7;4;2013;1 320,00;10 321,30;11 641,30
Nes Sv;2;236;Kommune;2011;286;3,3;1;2013;1 320,00;3 460,60;4 780,60
NES VENSTRE;2;236;Kommune;2011;533;6,1;2;2013;1 320,00;6 449,30;7 769,30
Eidsvoll  Arbeiderparti;2;237;Kommune;2011;3439;36;13;2013;1 320,00;41 611,90;42 931,90
Eidsvoll Fremskrittsparti;2;237;Kommune;2011;1416;14,8;5;2013;1 320,00;17 133,60;18 453,60
Eidsvoll Høyre;2;237;Kommune;2011;2448;25,6;9;2013;1 320,00;29 620,80;30 940,80
Eidsvoll KrF;2;237;Kommune;2011;349;3,7;1;2013;1 320,00;4 222,90;5 542,90
Eidsvoll Pensjonistparti;2;237;Kommune;2011;175;1,8;0;2013;0,00;2 117,50;2 117,50
Eidsvoll Senterparti;2;237;Kommune;2011;729;7,6;3;2013;1 320,00;8 820,90;10 140,90
Eidsvoll Sv;2;237;Kommune;2011;438;4,6;2;2013;1 320,00;5 299,80;6 619,80
EIDSVOLL VENSTRE;2;237;Kommune;2011;306;3,2;1;2013;1 320,00;3 702,60;5 022,60
Nannestad  Arbeiderparti;2;238;Kommune;2011;1720;34,1;11;2013;1 320,00;20 812,00;22 132,00
Nannestad Fremskrittsparti;2;238;Kommune;2011;1014;20,1;6;2013;1 320,00;12 269,40;13 589,40
Nannestad Høyre;2;238;Kommune;2011;1109;22;7;2013;1 320,00;13 418,90;14 738,90
Nannestad KrF;2;238;Kommune;2011;213;4,2;1;2013;1 320,00;2 577,30;3 897,30
Nannestad Senterparti;2;238;Kommune;2011;360;7,1;2;2013;1 320,00;4 356,00;5 676,00
Nannestad Sv;2;238;Kommune;2011;149;3;1;2013;1 320,00;1 802,90;3 122,90
NANNESTAD VENSTRE;2;238;Kommune;2011;476;9,4;3;2013;1 320,00;5 759,60;7 079,60
Hurdal  Arbeiderparti;2;239;Kommune;2011;321;23,5;4;2013;1 320,00;3 884,10;5 204,10
Hurdal Fremskrittsparti;2;239;Kommune;2011;227;16,6;3;2013;1 320,00;2 746,70;4 066,70
Hurdal Høyre;2;239;Kommune;2011;119;8,7;2;2013;1 320,00;1 439,90;2 759,90
Hurdal KrF;2;239;Kommune;2011;118;8,7;1;2013;1 320,00;1 427,80;2 747,80
Hurdal Senterparti;2;239;Kommune;2011;88;6,5;1;2013;1 320,00;1 064,80;2 384,80
Hurdal Sv;2;239;Kommune;2011;43;3,2;0;2013;0,00;520,30;520,30
HURDAL VENSTRE;2;239;Kommune;2011;448;32,8;6;2013;1 320,00;5 420,80;6 740,80
Oslo Arbeiderparti;3;300;Fylke;2011;102707;33,1;20;2013;49 427,00;4 128 821,40;4 178 248,40
Oslo AUF;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;912 038,16;912 038,16
Oslo Fremskrittpartis Ungdom;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;194 045,76;194 045,76
Oslo Fremskrittsparti;3;300;Fylke;2011;21852;7;4;2013;49 427,00;878 450,40;927 877,40
Grønn ungdom i Oslo;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;67 958,64;67 958,64
Oslo Unge Høyre;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;983 690,88;983 690,88
Oslo Høyre;3;300;Fylke;2011;110776;35,7;22;2013;49 427,00;4 453 195,20;4 502 622,20
Oslo Kristelig Folkepartis Ungdom;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;67 230,48;67 230,48
Oslo Kristelig Folkeparti;3;300;Fylke;2011;7571;2,4;1;2013;49 427,00;304 354,20;353 781,20
Oslo Kristent Samlingsparti;3;300;Fylke;2011;235;0,1;0;2013;0,00;9 447,00;9 447,00
Kystpartiets Ungdom i Oslo;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;1 118,88;1 118,88
Kystpartiet i Oslo;3;300;Fylke;2011;126;0;0;2013;0,00;5 065,20;5 065,20
Miljøpartiet De Grønne;3;300;Fylke;2011;7653;2,5;1;2013;49 427,00;307 650,60;357 077,60
Ungkommunistene i Oslo;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;1 864,80;1 864,80
Oslo Pensjonistparti;3;300;Fylke;2011;1045;0,3;0;2013;0,00;42 009,00;42 009,00
Oslo Rødt;3;300;Fylke;2011;11257;3,6;2;2013;49 427,00;452 531,40;501 958,40
Oslo Rød Ungdom;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;99 962,16;99 962,16
Oslo Senterungdom;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;14 128,08;14 128,08
Oslo Senterparti;3;300;Fylke;2011;1591;0,5;0;2013;0,00;63 958,20;63 958,20
Oslo SU;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;172 955,76;172 955,76
Oslo Sv;3;300;Fylke;2011;19477;6,3;4;2013;49 427,00;782 975,40;832 402,40
OSLO VENSTRE;3;300;Fylke;2011;25351;8,2;5;2013;49 427,00;1 019 110,20;1 068 537,20
OSLO UNGE VENSTRE;3;300;FylkesUngdom;2011;0;0;0;2013;0,00;225 116,88;225 116,88
Hedmark AUF;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;346 364,40;346 364,40
Hedmark Arbeiderparti;4;400;Fylke;2011;39005;45,9;15;2013;48 107,00;1 096 040,50;1 144 147,50
Demokratene i Hedmark;4;400;Fylke;2011;186;0,2;0;2013;0,00;5 226,60;5 226,60
Hedmark Fremskrittpartis Ungdom;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;63 216,72;63 216,72
Hedmark Fremskrittsparti;4;400;Fylke;2011;7119;8,4;3;2013;48 107,00;200 043,90;248 150,90
Hedmark Unge Høyre;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;128 431,44;128 431,44
Hedmark Høyre;4;400;Fylke;2011;14463;17;6;2013;48 107,00;406 410,30;454 517,30
Hedmark Kristelig Folkepartis Ungdom;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;23 771,76;23 771,76
Hedmark Kristelig Folkeparti;4;400;Fylke;2011;2677;3,2;1;2013;48 107,00;75 223,70;123 330,70
Kystpartiet;4;400;Fylke;2011;89;0,1;0;2013;0,00;2 500,90;2 500,90
Miljøpartiet De Grønne Hedmark;4;400;Fylke;2011;890;1;0;2013;0,00;25 009,00;25 009,00
Pensjonistpartiet;4;400;Fylke;2011;2736;3,2;1;2013;48 107,00;76 881,60;124 988,60
Rødt Hedmark;4;400;Fylke;2011;691;0,8;0;2013;0,00;19 417,10;19 417,10
Hedmark Rød Ungdom;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;6 136,08;6 136,08
Hedmark Senterungdom;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;83 258,88;83 258,88
Hedmark Senterparti;4;400;Fylke;2011;9376;11;4;2013;48 107,00;263 465,60;311 572,60
Hedmark SU;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;33 308,88;33 308,88
Hedmark SV;4;400;Fylke;2011;3751;4,4;1;2013;48 107,00;105 403,10;153 510,10
HEDMARK VENSTRE;4;400;Fylke;2011;3910;4,6;2;2013;48 107,00;109 871,00;157 978,00
HEDMARK UNGE VENSTRE;4;400;FylkesUngdom;2011;0;0;0;2013;0,00;34 720,80;34 720,80
Kongsvinger Arb.Parti;4;402;Kommune;2011;2791;35,6;11;2013;1 320,00;33 771,10;35 091,10
Kongsvinger Fremskrittsparti;4;402;Kommune;2011;1131;14,4;5;2013;1 320,00;13 685,10;15 005,10
Kongsvinger Høyre;4;402;Kommune;2011;1407;17,9;6;2013;1 320,00;17 024,70;18 344,70
Kongsvinger KrF;4;402;Kommune;2011;190;2,4;1;2013;1 320,00;2 299,00;3 619,00
Pensjonistpartiet;4;402;Kommune;2011;1156;14,7;5;2013;1 320,00;13 987,60;15 307,60
Kongsvinger Senterparti;4;402;Kommune;2011;401;5,1;2;2013;1 320,00;4 852,10;6 172,10
Kongsvinger SV;4;402;Kommune;2011;339;4,3;1;2013;1 320,00;4 101,90;5 421,90
KONGSVINGER VENSTRE;4;402;Kommune;2011;428;5,5;2;2013;1 320,00;5 178,80;6 498,80
Hamar  Arbeiderparti;4;403;Kommune;2011;5846;37,1;15;2013;1 320,00;70 736,60;72 056,60
Hamar Fremskrittsparti;4;403;Kommune;2011;633;4;2;2013;1 320,00;7 659,30;8 979,30
Hamar Høyre;4;403;Kommune;2011;2977;18,9;7;2013;1 320,00;36 021,70;37 341,70
Hamar KrF;4;403;Kommune;2011;897;5,7;2;2013;1 320,00;10 853,70;12 173,70
Miljøpartiet De Grønne Hamar;4;403;Kommune;2011;173;1,1;0;2013;0,00;2 093,30;2 093,30
Pensjonistpartiet;4;403;Kommune;2011;697;4,4;2;2013;1 320,00;8 433,70;9 753,70
Rødt Hamar;4;403;Kommune;2011;133;0,8;0;2013;0,00;1 609,30;1 609,30
Hamar SV;4;403;Kommune;2011;570;3,6;1;2013;1 320,00;6 897,00;8 217,00
HAMAR VENSTRE;4;403;Kommune;2011;699;4,4;2;2013;1 320,00;8 457,90;9 777,90
Ringsaker  Arbeiderparti;4;412;Kommune;2011;7610;50,4;21;2013;1 320,00;92 081,00;93 401,00
Ringsaker Fremskrittsparti;4;412;Kommune;2011;873;5,8;2;2013;1 320,00;10 563,30;11 883,30
Ringsaker Høyre;4;412;Kommune;2011;2105;13,9;6;2013;1 320,00;25 470,50;26 790,50
Ringsaker KrF;4;412;Kommune;2011;411;2,7;1;2013;1 320,00;4 973,10;6 293,10
Miljøpartiet De Grønne Ringsaker;4;412;Kommune;2011;157;1;0;2013;0,00;1 899,70;1 899,70
Ringsaker Pensjonistparti;4;412;Kommune;2011;338;2,2;1;2013;1 320,00;4 089,80;5 409,80
Ringsaker Senterparti;4;412;Kommune;2011;1168;7,7;3;2013;1 320,00;14 132,80;15 452,80
Ringsaker SV;4;412;Kommune;2011;417;2,8;1;2013;1 320,00;5 045,70;6 365,70
RINGSAKER VENSTRE;4;412;Kommune;2011;759;5;2;2013;1 320,00;9 183,90;10 503,90
Løten  Arbeiderparti;4;415;Kommune;2011;1889;54;13;2013;1 320,00;22 856,90;24 176,90
Løten Fremskrittsparti;4;415;Kommune;2011;287;8,2;2;2013;1 320,00;3 472,70;4 792,70
Løten Høyre;4;415;Kommune;2011;422;12,1;3;2013;1 320,00;5 106,20;6 426,20
Løten Senterparti;4;415;Kommune;2011;523;15;4;2013;1 320,00;6 328,30;7 648,30
Løten SV;4;415;Kommune;2011;130;3,7;1;2013;1 320,00;1 573,00;2 893,00
LØTEN VENSTRE;4;415;Kommune;2011;110;3,1;1;2013;1 320,00;1 331,00;2 651,00
Stange  Arbeiderparti;4;417;Kommune;2011;5067;52,6;18;2013;1 320,00;61 310,70;62 630,70
Stange Fremskrittsparti;4;417;Kommune;2011;694;7,2;3;2013;1 320,00;8 397,40;9 717,40
Stange Høyre;4;417;Kommune;2011;1124;11,7;4;2013;1 320,00;13 600,40;14 920,40
Stange KrF;4;417;Kommune;2011;508;5,3;2;2013;1 320,00;6 146,80;7 466,80
Pensjonistpartiet;4;417;Kommune;2011;227;2,4;1;2013;1 320,00;2 746,70;4 066,70
Stange Senterparti;4;417;Kommune;2011;708;7,3;3;2013;1 320,00;8 566,80;9 886,80
Stange SV;4;417;Kommune;2011;319;3,3;1;2013;1 320,00;3 859,90;5 179,90
STANGE VENSTRE;4;417;Kommune;2011;506;5,3;2;2013;1 320,00;6 122,60;7 442,60
Nord-Odal  Arbeiderparti;4;418;Kommune;2011;1487;55,6;14;2013;1 320,00;17 992,70;19 312,70
Nord-Odal Fremskrittsparti;4;418;Kommune;2011;412;15,4;4;2013;1 320,00;4 985,20;6 305,20
Nord-Odal Høyre;4;418;Kommune;2011;318;11,9;3;2013;1 320,00;3 847,80;5 167,80
Nord-Odal Senterparti;4;418;Kommune;2011;247;9,2;2;2013;1 320,00;2 988,70;4 308,70
Nord-Odal SV;4;418;Kommune;2011;136;5,1;1;2013;1 320,00;1 645,60;2 965,60
Nord-Odal Venstre;4;418;Kommune;2011;74;2,8;1;2013;1 320,00;895,40;2 215,40
Sør-Odal  Arbeiderparti;4;419;Kommune;2011;1383;35,3;10;2013;1 320,00;16 734,30;18 054,30
Sør-Odal Fremskrittsparti;4;419;Kommune;2011;344;8,8;2;2013;1 320,00;4 162,40;5 482,40
Sør-Odal Høyre;4;419;Kommune;2011;1013;25,9;7;2013;1 320,00;12 257,30;13 577,30
Pensjonistpartiet;4;419;Kommune;2011;335;8,6;2;2013;1 320,00;4 053,50;5 373,50
Sør-Odal Senterparti;4;419;Kommune;2011;512;13,1;4;2013;1 320,00;6 195,20;7 515,20
Sør-Odal SV;4;419;Kommune;2011;227;5,8;2;2013;1 320,00;2 746,70;4 066,70
Eidskog  Arbeiderparti;4;420;Kommune;2011;1079;35,3;10;2013;1 320,00;13 055,90;14 375,90
Eidskog Fremskrittsparti;4;420;Kommune;2011;262;8,6;3;2013;1 320,00;3 170,20;4 490,20
Eidskog Høyre;4;420;Kommune;2011;519;17;5;2013;1 320,00;6 279,90;7 599,90
Eidskog Senterparti;4;420;Kommune;2011;929;30,4;9;2013;1 320,00;11 240,90;12 560,90
Eidskog SV;4;420;Kommune;2011;132;4,3;1;2013;1 320,00;1 597,20;2 917,20
Eidskog Venstre;4;420;Kommune;2011;115;3,8;1;2013;1 320,00;1 391,50;2 711,50
Grue  Arbeiderparti;4;423;Kommune;2011;1064;45,6;9;2013;1 320,00;12 874,40;14 194,40
Fellesliste mellom H, KRF og V;4;423;Kommune;2011;847;36,3;7;2013;1 320,00;10 248,70;11 568,70
Grue Senterparti;4;423;Kommune;2011;344;14,7;3;2013;1 320,00;4 162,40;5 482,40
Åsnes  Arbeiderparti;4;425;Kommune;2011;1452;41,1;9;2013;1 320,00;17 569,20;18 889,20
Åsnes Fremskrittsparti;4;425;Kommune;2011;387;11;3;2013;1 320,00;4 682,70;6 002,70
Åsnes Høyre;4;425;Kommune;2011;379;10,7;3;2013;1 320,00;4 585,90;5 905,90
Pensjonistpartiet;4;425;Kommune;2011;141;4;1;2013;1 320,00;1 706,10;3 026,10
Åsnes Senterparti;4;425;Kommune;2011;465;13,2;3;2013;1 320,00;5 626,50;6 946,50
Venstre;4;425;Kommune;2011;451;12,8;3;2013;1 320,00;5 457,10;6 777,10
Våler  Arbeiderparti;4;426;Kommune;2011;1035;49,9;10;2013;1 320,00;12 523,50;13 843,50
Våler Fremskrittsparti;4;426;Kommune;2011;158;7,6;1;2013;1 320,00;1 911,80;3 231,80
Våler Høyre;4;426;Kommune;2011;257;12,4;2;2013;1 320,00;3 109,70;4 429,70
Pensjonistpartiet;4;426;Kommune;2011;143;6,9;1;2013;1 320,00;1 730,30;3 050,30
Våler Senterparti;4;426;Kommune;2011;179;8,6;2;2013;1 320,00;2 165,90;3 485,90
Våler SV;4;426;Kommune;2011;88;4,2;1;2013;1 320,00;1 064,80;2 384,80
Våler Venstre;4;426;Kommune;2011;201;9,7;2;2013;1 320,00;2 432,10;3 752,10
Elverum  Arbeiderparti;4;427;Kommune;2011;3801;39,2;14;2013;1 320,00;45 992,10;47 312,10
Elverum Fremskrittsparti;4;427;Kommune;2011;766;7,9;3;2013;1 320,00;9 268,60;10 588,60
Elverum Høyre;4;427;Kommune;2011;3486;35,9;13;2013;1 320,00;42 180,60;43 500,60
Elverum KrF;4;427;Kommune;2011;171;1,8;0;2013;0,00;2 069,10;2 069,10
Elverum Senterparti;4;427;Kommune;2011;502;5,2;2;2013;1 320,00;6 074,20;7 394,20
Elverum SV;4;427;Kommune;2011;313;3,2;1;2013;1 320,00;3 787,30;5 107,30
Trysil  Arbeiderparti;4;428;Kommune;2011;1300;36,6;9;2013;1 320,00;15 730,00;17 050,00
Trysil Fremskrittsparti;4;428;Kommune;2011;282;7,9;2;2013;1 320,00;3 412,20;4 732,20
Trysil Høyre;4;428;Kommune;2011;802;22,6;6;2013;1 320,00;9 704,20;11 024,20
Trysil KrF;4;428;Kommune;2011;172;4,8;1;2013;1 320,00;2 081,20;3 401,20
Trysil SV;4;428;Kommune;2011;258;7,3;2;2013;1 320,00;3 121,80;4 441,80
TRYSIL VENSTRE;4;428;Kommune;2011;139;3,9;1;2013;1 320,00;1 681,90;3 001,90
Åmot  Arbeiderparti;4;429;Kommune;2011;618;30,4;7;2013;1 320,00;7 477,80;8 797,80
Åmot Fremskrittsparti;4;429;Kommune;2011;188;9,2;2;2013;1 320,00;2 274,80;3 594,80
Åmot Høyre;4;429;Kommune;2011;245;12,1;3;2013;1 320,00;2 964,50;4 284,50
Åmot Senterparti;4;429;Kommune;2011;720;35,4;8;2013;1 320,00;8 712,00;10 032,00
Stor-Elvdal  Arbeiderparti;4;430;Kommune;2011;642;43,2;9;2013;1 320,00;7 768,20;9 088,20
Stor-Elvdal Fremskrittsparti;4;430;Kommune;2011;60;4;1;2013;1 320,00;726,00;2 046,00
Stor-Elvdal Høyre;4;430;Kommune;2011;196;13,2;3;2013;1 320,00;2 371,60;3 691,60
Stor-Elvdal Senterparti;4;430;Kommune;2011;136;9,2;2;2013;1 320,00;1 645,60;2 965,60
Stor-Elvdal Sv;4;430;Kommune;2011;46;3,1;1;2013;1 320,00;556,60;1 876,60
Stor-Elvdal Venstre;4;430;Kommune;2011;100;6,7;1;2013;1 320,00;1 210,00;2 530,00
Rendalen  Arbeiderparti;4;432;Kommune;2011;559;46,2;8;2013;1 320,00;6 763,90;8 083,90
Rendalen Høyre;4;432;Kommune;2011;97;8;1;2013;1 320,00;1 173,70;2 493,70
Rendalen SV;4;432;Kommune;2011;131;10,8;2;2013;1 320,00;1 585,10;2 905,10
Engerdal  Arbeiderparti;4;434;Kommune;2011;412;48,7;7;2013;1 320,00;4 985,20;6 305,20
Engerdal Høyre;4;434;Kommune;2011;101;11,9;2;2013;1 320,00;1 222,10;2 542,10
Samlingslista Senterpartiet/Venstre;4;434;Kommune;2011;333;39,4;6;2013;1 320,00;4 029,30;5 349,30
Tolga Senterparti;4;436;Kommune;2011;379;41,6;6;2013;1 320,00;4 585,90;5 905,90
Tolga SV;4;436;Kommune;2011;215;23,6;4;2013;1 320,00;2 601,50;3 921,50
Tolga Venstre;4;436;Kommune;2011;89;9,8;2;2013;1 320,00;1 076,90;2 396,90
Tynset  Arbeiderparti;4;437;Kommune;2011;622;21,9;6;2013;1 320,00;7 526,20;8 846,20
Tynset Fremskrittsparti;4;437;Kommune;2011;80;2,8;1;2013;1 320,00;968,00;2 288,00
Tynset Høyre;4;437;Kommune;2011;338;11,9;3;2013;1 320,00;4 089,80;5 409,80
Tynset KrF;4;437;Kommune;2011;91;3,2;1;2013;1 320,00;1 101,10;2 421,10
Tynset Senterparti;4;437;Kommune;2011;631;22,2;6;2013;1 320,00;7 635,10;8 955,10
Tynset SV;4;437;Kommune;2011;834;29,4;8;2013;1 320,00;10 091,40;11 411,40
TYNSET VENSTRE;4;437;Kommune;2011;105;3,7;1;2013;1 320,00;1 270,50;2 590,50
Alvdal  Arbeiderparti;4;438;Kommune;2011;485;38,2;6;2013;1 320,00;5 868,50;7 188,50
Alvdal FrP;4;438;Kommune;2011;66;5,2;1;2013;1 320,00;798,60;2 118,60
Alvdal Senterparti;4;438;Kommune;2011;444;35;6;2013;1 320,00;5 372,40;6 692,40
ALVDAL VENSTRE;4;438;Kommune;2011;198;15,6;3;2013;1 320,00;2 395,80;3 715,80
Folldal  Arbeiderparti;4;439;Kommune;2011;436;44,7;8;2013;1 320,00;5 275,60;6 595,60
Folldal Senterparti;4;439;Kommune;2011;433;44,4;7;2013;1 320,00;5 239,30;6 559,30
Os  Arbeiderparti;4;441;Kommune;2011;309;28,6;6;2013;1 320,00;3 738,90;5 058,90
Os SV;4;441;Kommune;2011;88;8,1;2;2013;1 320,00;1 064,80;2 384,80
Oppland Arbeiderparti;5;500;Fylke;2011;35967;44,1;17;2013;48 107,00;1 010 672,70;1 058 779,70
Oppland AUF;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;319 386,96;319 386,96
Oppland Fremskrittpartis Ungdom;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;56 636,64;56 636,64
Oppland Fremskrittsparti;5;500;Fylke;2011;6378;7,8;3;2013;48 107,00;179 221,80;227 328,80
Oppland Unge Høyre;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;128 555,76;128 555,76
Oppland Høyre;5;500;Fylke;2011;14477;17,8;7;2013;48 107,00;406 803,70;454 910,70
Oppland Kristelig Folkeparti;5;500;Fylke;2011;2757;3,4;1;2013;48 107,00;77 471,70;125 578,70
Kystpartiet;5;500;Fylke;2011;92;0,1;0;2013;0,00;2 585,20;2 585,20
Miljøpartiet De Grønne Oppland;5;500;Fylke;2011;931;1,1;0;2013;0,00;26 161,10;26 161,10
Grønn Ungdom Oppland;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;8 267,28;8 267,28
Oppland Pensjonistparti;5;500;Fylke;2011;1157;1,4;0;2013;0,00;32 511,70;32 511,70
Oppland Rødt;5;500;Fylke;2011;916;1,1;0;2013;0,00;25 739,60;25 739,60
Oppland Rød Ungdom;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;8 134,08;8 134,08
Oppland Senterungdom;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;99 456,00;99 456,00
Oppland Senterparti;5;500;Fylke;2011;11200;13,7;5;2013;48 107,00;314 720,00;362 827,00
Oppland SU;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;28 371,60;28 371,60
Oppland Sv;5;500;Fylke;2011;3195;3,9;2;2013;48 107,00;89 779,50;137 886,50
OPPLAND VENSTRE;5;500;Fylke;2011;4045;5;2;2013;48 107,00;113 664,50;161 771,50
OPPLAND UNGE VENSTRE;5;500;FylkesUngdom;2011;0;0;0;2013;0,00;35 919,60;35 919,60
Lillehammer  Arb.parti;5;501;Kommune;2011;5204;39,7;19;2013;1 320,00;62 968,40;64 288,40
Lillehammer Fremskrittsparti;5;501;Kommune;2011;726;5,5;3;2013;1 320,00;8 784,60;10 104,60
Lillehammer Høyre;5;501;Kommune;2011;3018;23;11;2013;1 320,00;36 517,80;37 837,80
Lillehammer KrF;5;501;Kommune;2011;418;3,2;2;2013;1 320,00;5 057,80;6 377,80
