Versjon;Kost2a;Hovedgruppering art;Art;Art(T);Avdkode;Avdeling;Resenhet;Resenhet(T);Okplinv;Okplinv(T);Ansvar;Ansvar(T);Tjområde;Tjområde(T);Tjenes2;Tjenesteområde;Selvkost;Selvkost(T);Tjeneste;Tjeneste(T);Objekt;Objekt(T);Proplan;Proplan(T);Prosjektkode;Prosjekt;Budendr;Budendr(T);Byravd;2012 (fra vedt. øk.plan);2013;2014;2015;2016
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100338;Tjenester og integrasjoner for fagsystemer;01;Vedtatt budsjett inneværende år;BY;0,00;1 800 000,00;1 800 000,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100339;KP - Redaksjonelle tjenester;01;Vedtatt budsjett inneværende år;BY;1 200 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100339;KP - Redaksjonelle tjenester;01;Vedtatt budsjett inneværende år;BY;0,00;1 200 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100339;KP - Redaksjonelle tjenester;31;Diverse endringer;BY;0,00;-900 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100340;KP - Tjenester for næringsliv og organisasjoner;01;Vedtatt budsjett inneværende år;BY;1 100 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100340;KP - Tjenester for næringsliv og organisasjoner;01;Vedtatt budsjett inneværende år;BY;0,00;1 100 000,00;1 100 000,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLFAG;IKT-HP - Fagsystemer;100353;Nytt arkiv og saksbehandlingssystem;01;Vedtatt budsjett inneværende år;BY;10 500 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLFAG;IKT-HP - Fagsystemer;100353;Nytt arkiv og saksbehandlingssystem;01;Vedtatt budsjett inneværende år;BY;0,00;10 500 000,00;5 500 000,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLFAG;IKT-HP - Fagsystemer;100353;Nytt arkiv og saksbehandlingssystem;22;INV-Kostnadsendring investering;BY;0,00;0,00;0,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLFAG;IKT-HP - Fagsystemer;100353;Nytt arkiv og saksbehandlingssystem;31;Diverse endringer;BY;-9 300 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLFAG;IKT-HP - Fagsystemer;100353;Nytt arkiv og saksbehandlingssystem;31;Diverse endringer;BY;0,00;-7 000 000,00;5 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100561;Tjeneste for tilgang til offentlige registre;01;Vedtatt budsjett inneværende år;BY;700 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;100561;Tjeneste for tilgang til offentlige registre;01;Vedtatt budsjett inneværende år;BY;0,00;700 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;012000;INV Annen forbr.matr.,råvarer,tj.;2;Byrådsavd. for finans, eiendom og eierskap;0214;Seksjon IKT Konsern;EGEN;Bykassen-investeringer egenregi;062410;IKT HP;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;IKTINV;IKTHP  - Investeringer;IKTPLINT;IKT-HP - Integrerte el.tjenester;BUD345;Sentralisert utsending (elektronisk post);01;Vedtatt budsjett inneværende år;BY;1 400 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD044;Inventar byggeprosjekter - barnehage;01;Vedtatt budsjett inneværende år;BY;3 900 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD044;Inventar byggeprosjekter - barnehage;01;Vedtatt budsjett inneværende år;BY;0,00;3 870 000,00;12 100 000,00;3 900 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD044;Inventar byggeprosjekter - barnehage;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD044;Inventar byggeprosjekter - barnehage;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;2 500 000,00
12-15VB;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD057;Inventar, byggeprosjekter - skole;01;Vedtatt budsjett inneværende år;BY;35 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD057;Inventar, byggeprosjekter - skole;01;Vedtatt budsjett inneværende år;BY;0,00;75 000 000,00;35 000 000,00;25 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD057;Inventar, byggeprosjekter - skole;31;Diverse endringer;BY;5 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020000;INV Inventar;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;EGEN;Bykassen-investeringer egenregi;040922;BBS Øk. Inventar byggeprosjekter (investeringsbud);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD057;Inventar, byggeprosjekter - skole;31;Diverse endringer;BY;0,00;0,00;0,00;17 000 000,00;10 000 000,00
12-15VB;100;Investeringer i anleggsmidler;020000;INV Inventar;7;Byrådsavd. for kultur, næring, idrett og kirke;0950;BKNI stab;EGEN;Bykassen-investeringer egenregi;095001;Ufordelt kultur;12;Kultur;12G;Kulturbygg og anlegg;N;Nei;38610;Kommunale kulturbygg;9;Ikke fysisk objekt? Dummy-verdi;KULTUR;Kulturinvesteringer;BUD219;Kulturhus - inventar;01;Vedtatt budsjett inneværende år;BY;0,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020000;INV Inventar;7;Byrådsavd. for kultur, næring, idrett og kirke;0950;BKNI stab;EGEN;Bykassen-investeringer egenregi;095001;Ufordelt kultur;12;Kultur;12G;Kulturbygg og anlegg;N;Nei;38610;Kommunale kulturbygg;9;Ikke fysisk objekt? Dummy-verdi;KULTUR;Kulturinvesteringer;BUD219;Kulturhus - inventar;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;EGEN;Bykassen-investeringer egenregi;030060;BHO EDB-prosjekter;03;Tiltak for eldre og særlig omsorgstrengende;03C;Hjemmebaserte bo og omsorgstjenester;N;Nei;25410;Praktisk hjelp og bistand;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;030064;BHO Investeringsprosjekter IKT;31;Diverse endringer;BY;0,00;600 000,00;5 300 000,00;2 500 000,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;5;Byrådsavd. for byutvikling, klima og miljø;0530;Etat for byggesak og private planer;EGEN;Bykassen-investeringer egenregi;053210;EBPP Oppmålingsforretninger;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10B;Private planer og byggesak;J;Ja;30310;Kart- og delingsforretninger;9;Ikke fysisk objekt? Dummy-verdi;LANDMAL;Landmålingsutstyr;Y076;Landmålingsutstyr II Oppmålingsforretninger;31;Diverse endringer;BY;0,00;1 250 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;5;Byrådsavd. for byutvikling, klima og miljø;0530;Etat for byggesak og private planer;EGEN;Bykassen-investeringer egenregi;053220;EBPP Grunnlagsnett;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10B;Private planer og byggesak;N;Nei;30320;Oppmålingstjenester;9;Ikke fysisk objekt? Dummy-verdi;LANDMAL;Landmålingsutstyr;Y077;Landmålingsutstyr II;31;Diverse endringer;BY;0,00;950 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;5;Byrådsavd. for byutvikling, klima og miljø;0530;Etat for byggesak og private planer;EGEN;Bykassen-investeringer egenregi;053230;EBPP Oppmålingstjenester;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10B;Private planer og byggesak;N;Nei;30320;Oppmålingstjenester;9;Ikke fysisk objekt? Dummy-verdi;LANDMAL;Landmålingsutstyr;Y077;Landmålingsutstyr II;31;Diverse endringer;BY;0,00;300 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020010;INV Utstyr;7;Byrådsavd. for kultur, næring, idrett og kirke;0285;Bergen byarkiv;EGEN;Bykassen-investeringer egenregi;069300;Byarkivet;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD342;Digitalt sikringsmagasin;01;Vedtatt budsjett inneværende år;BY;800 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;7;Byrådsavd. for kultur, næring, idrett og kirke;0285;Bergen byarkiv;EGEN;Bykassen-investeringer egenregi;069300;Byarkivet;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;BUD342;Digitalt sikringsmagasin;01;Vedtatt budsjett inneværende år;BY;0,00;400 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020010;INV Utstyr;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072200;Samferdsel stab;08;Samferdsel;08;Samferdsel;N;Nei;33321;Parkering -myndighetsutøvelse;9;Ikke fysisk objekt? Dummy-verdi;PARKAUT;Parkeringsautomater;BUD375;Parkeingsautomater - oppgradering til ny kredittkortstandard;31;Diverse endringer;BY;1 600 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078406;Brannvesenet, Brannforebyggende avdeling, IT;07;Brannvesen;07;Brannvesen;N;Nei;33810;Forebygging branner og ulykker;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;EVKAME;Varmekamera på rådhustaket;38;INV-Rebudsjettering av tidligere vedtatte investeringsmidler;BY;0,00;750 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;020010;INV Utstyr;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078614;Brannvesenet, Operativ avdeling, IT;07;Brannvesen;07;Brannvesen;N;Nei;33910;Beredskap mot branner og ulykker;9;Ikke fysisk objekt? Dummy-verdi;IKTPLAN;Prosjekter under IKT-Handlingsplanen;EINF;Infrastruktur;31;Diverse endringer;BY;0,00;900 000,00;0,00;450 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;020900;INV Medisinsk utstyr;3;Byrådsavd. for helse og omsorg;0301;BHO - sentrale tiltak;EGEN;Bykassen-investeringer egenregi;030060;BHO EDB-prosjekter;05;Helsetjeneste;05B;Behandling og rehabilitering;N;Nei;24110;Legetjeneste;9;Ikke fysisk objekt? Dummy-verdi;LEGEVAKT;Utstyr Bergen Legevakt;BUD372;Nytt røntgenutstyr Bergen Legevakt;31;Diverse endringer;BY;7 900 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;021010;INV Biler;2;Byrådsavd. for finans, eiendom og eierskap;0225;Innkjøpsseksjonen;EGEN;Bykassen-investeringer egenregi;021111;Innkjøp - biladministrasjon;03;Tiltak for eldre og særlig omsorgstrengende;03C;Hjemmebaserte bo og omsorgstjenester;N;Nei;25410;Praktisk hjelp og bistand;9;Ikke fysisk objekt? Dummy-verdi;TRANSP;Kjøp av transportmidler;100307;Biler til transport av eldre og funksjonshemmede;01;Vedtatt budsjett inneværende år;BY;3 500 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;021010;INV Biler;2;Byrådsavd. for finans, eiendom og eierskap;0225;Innkjøpsseksjonen;EGEN;Bykassen-investeringer egenregi;021111;Innkjøp - biladministrasjon;03;Tiltak for eldre og særlig omsorgstrengende;03C;Hjemmebaserte bo og omsorgstjenester;N;Nei;25410;Praktisk hjelp og bistand;9;Ikke fysisk objekt? Dummy-verdi;TRANSP;Kjøp av transportmidler;100307;Biler til transport av eldre og funksjonshemmede;01;Vedtatt budsjett inneværende år;BY;0,00;1 500 000,00;1 500 000,00;1 500 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;021010;INV Biler;2;Byrådsavd. for finans, eiendom og eierskap;0225;Innkjøpsseksjonen;EGEN;Bykassen-investeringer egenregi;021111;Innkjøp - biladministrasjon;03;Tiltak for eldre og særlig omsorgstrengende;03C;Hjemmebaserte bo og omsorgstjenester;N;Nei;25410;Praktisk hjelp og bistand;9;Ikke fysisk objekt? Dummy-verdi;TRANSP;Kjøp av transportmidler;100307;Biler til transport av eldre og funksjonshemmede;22;INV-Kostnadsendring investering;BY;-2 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;021010;INV Biler;5;Byrådsavd. for byutvikling, klima og miljø;0730;Byggvedlikehold;EGEN;Bykassen-investeringer egenregi;077020;Park og anlegg;20;Interne tjenester / fordelte kostnader;20;Interne tjenester / fordelte kostnader;N;Nei;19040;Parkdrift;9;Ikke fysisk objekt? Dummy-verdi;BILUTSK;Utskifting av bilpark;H157;Utskifting stor lastebil 2013 BV v/Parkavd.;31;Diverse endringer;BY;0,00;2 200 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;021010;INV Biler;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078650;Brannvesenet, Operativ avdeling, Drift og vedlikehold av transportmidler;07;Brannvesen;07;Brannvesen;J;Ja;33820;Feiing og tilsyn;9;Ikke fysisk objekt? Dummy-verdi;BILPARK;Bilpark brann- og feiervesen;EFEBIL;Bilpark feier;01;Vedtatt budsjett inneværende år;BY;0,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;021010;INV Biler;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078650;Brannvesenet, Operativ avdeling, Drift og vedlikehold av transportmidler;07;Brannvesen;07;Brannvesen;J;Ja;33820;Feiing og tilsyn;9;Ikke fysisk objekt? Dummy-verdi;BILPARK;Bilpark brann- og feiervesen;EFEBIL;Bilpark feier;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;021010;INV Biler;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078650;Brannvesenet, Operativ avdeling, Drift og vedlikehold av transportmidler;07;Brannvesen;07;Brannvesen;N;Nei;33910;Beredskap mot branner og ulykker;9;Ikke fysisk objekt? Dummy-verdi;BILPARK;Bilpark brann- og feiervesen;BUD334;Bilredningsbiler til brannvesenet;38;INV-Rebudsjettering av tidligere vedtatte investeringsmidler;BY;0,00;2 500 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;021010;INV Biler;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078650;Brannvesenet, Operativ avdeling, Drift og vedlikehold av transportmidler;07;Brannvesen;07;Brannvesen;N;Nei;33910;Beredskap mot branner og ulykker;9;Ikke fysisk objekt? Dummy-verdi;BILPARK;Bilpark brann- og feiervesen;EBEBIL;Bilpark brann;01;Vedtatt budsjett inneværende år;BY;3 800 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;021010;INV Biler;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078650;Brannvesenet, Operativ avdeling, Drift og vedlikehold av transportmidler;07;Brannvesen;07;Brannvesen;N;Nei;33910;Beredskap mot branner og ulykker;9;Ikke fysisk objekt? Dummy-verdi;BILPARK;Bilpark brann- og feiervesen;EBEBIL;Bilpark brann;01;Vedtatt budsjett inneværende år;BY;0,00;3 800 000,00;3 800 000,00;3 800 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;021010;INV Biler;1;Byrådsleders avdeling;0780;Bergen brannvesen;EGEN;Bykassen-investeringer egenregi;078650;Brannvesenet, Operativ avdeling, Drift og vedlikehold av transportmidler;07;Brannvesen;07;Brannvesen;N;Nei;33910;Beredskap mot branner og ulykker;9;Ikke fysisk objekt? Dummy-verdi;BILPARK;Bilpark brann- og feiervesen;EBEBIL;Bilpark brann;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
